0	4	0	11	7	12	8	6
0	11	5	12	4	1	10	9
0	2	2	2	2	2	2	2
0	6	1	5	11	0	7	13
0	2	13	9	5	10	6	4
0	0	0	0	0	0	0	0
0	9	3	10	2	14	8	7
0	4	14	3	9	13	5	11
0	14	10	6	2	7	3	1
0	6	0	7	14	11	5	4
0	12	12	12	12	12	12	12
0	1	11	0	6	10	2	8
0	7	7	7	7	7	7	7
0	11	6	10	1	5	12	3
0	9	5	1	12	2	13	11
0	1	10	2	9	6	0	14
1	10	10	10	10	10	10	10
1	4	13	5	12	9	3	2
0	14	9	13	4	8	0	6
0	12	8	4	0	5	1	14
1	12	7	11	2	6	13	4
1	2	11	3	10	7	1	0
0	8	8	8	8	8	8	8
0	10	6	2	13	3	14	12
1	7	2	6	12	1	8	14
1	5	1	12	8	13	9	7
1	12	6	13	5	2	11	10
0	3	3	3	3	3	3	3
1	8	4	0	11	1	12	10
1	6	6	6	6	6	6	6
1	0	9	1	8	5	14	13
1	10	5	9	0	4	11	2
1	1	1	1	1	1	1	1
1	3	14	10	6	11	7	5
1	10	4	11	3	0	9	8
1	5	0	4	10	14	6	12
1	13	9	5	1	6	2	0
1	0	10	14	5	9	1	7
1	5	14	6	13	10	4	3
1	11	11	11	11	11	11	11
1	0	11	7	3	8	4	2
1	13	13	13	13	13	13	13
1	7	1	8	0	12	6	5
1	2	12	1	7	11	3	9
1	7	3	14	10	0	11	9
1	5	5	5	5	5	5	5
1	9	4	8	14	3	10	1
1	14	8	0	7	4	13	12
1	13	7	14	6	3	12	11
1	6	2	13	9	14	10	8
1	8	3	7	13	2	9	0
1	4	4	4	4	4	4	4
1	11	7	3	14	4	0	13
1	13	8	12	3	7	14	5
1	9	9	9	9	9	9	9
1	3	12	4	11	8	2	1
1	8	2	9	1	13	7	6
1	1	12	8	4	9	5	3
1	3	13	2	8	12	4	10
1	14	14	14	14	14	14	14
